,Country,Type,Height,Year,millionm2,glt100,clt100,Region,lev,Rate,lev1,glt,clt,Total
3590,UK,Residential,13 & higher,2036,0.068828324,0.004501372,0.011700815,West Europe,Medium (likely),0.414151461,Optimistic Estimate,1.864249952,4.845909661,6.710159613
3591,UK,Residential,13 & higher,2036,0.068828324,0.004501372,0.011700815,West Europe,High,0.576002914,Extreme Estimate,2.592803611,6.739703577,9.332507189
3592,Argentina,Residential,13 & higher,2036,0.140464121,0.009186354,0.023878901,Latin America,Low,0.002908462,Conservative Estimate,0.026718162,0.06945088,0.096169043
3593,Argentina,Residential,13 & higher,2036,0.140464121,0.009186354,0.023878901,Latin America,Medium (likely),0.034661904,Optimistic Estimate,0.318416507,0.827688167,1.146104673
3594,Argentina,Residential,13 & higher,2036,0.140464121,0.009186354,0.023878901,Latin America,High,0.21410212,Extreme Estimate,1.966817766,5.112523246,7.079341012
3595,Brazil,Residential,13 & higher,2036,2.391295981,0.156390757,0.406520317,Latin America,Low,0.002908462,Conservative Estimate,0.45485661,1.182348987,1.637205597
3596,Brazil,Residential,13 & higher,2036,2.391295981,0.156390757,0.406520317,Latin America,Medium (likely),0.034661904,Optimistic Estimate,5.420801462,14.09076833,19.51156979
3597,Brazil,Residential,13 & higher,2036,2.391295981,0.156390757,0.406520317,Latin America,High,0.21410212,Extreme Estimate,33.48359272,87.03686182,120.5204545
3598,Chile,Residential,13 & higher,2036,1.535166539,0.100399892,0.260978312,Latin America,Low,0.002908462,Conservative Estimate,0.292009293,0.759045562,1.051054855
3599,Chile,Residential,13 & higher,2036,1.535166539,0.100399892,0.260978312,Latin America,Medium (likely),0.034661904,Optimistic Estimate,3.480051438,9.046005268,12.52605671
3600,Chile,Residential,13 & higher,2036,1.535166539,0.100399892,0.260978312,Latin America,High,0.21410212,Extreme Estimate,21.49582969,55.87600991,77.3718396
3601,U.S.,Non-Residential,7 to 12,2036,3.10027241,0.191503827,0.821572189,United States,Low,0.03909173,Conservative Estimate,7.486215918,32.1166783,39.60289421
3602,U.S.,Non-Residential,7 to 12,2036,3.10027241,0.191503827,0.821572189,United States,Medium (likely),0.224141886,Optimistic Estimate,42.92402883,184.1487395,227.0727684
3603,U.S.,Non-Residential,7 to 12,2036,3.10027241,0.191503827,0.821572189,United States,High,0.490798175,Extreme Estimate,93.9897286,403.2261305,497.2158591
3604,China,Non-Residential,7 to 12,2036,8.107505278,0.500800601,2.148488899,China,Low,0.00186135,Conservative Estimate,0.932165073,3.99908927,4.931254343
3605,China,Non-Residential,7 to 12,2036,8.107505278,0.500800601,2.148488899,China,Medium (likely),0.022371773,Optimistic Estimate,11.20379757,48.06550684,59.26930441
3606,China,Non-Residential,7 to 12,2036,8.107505278,0.500800601,2.148488899,China,High,0.148922651,Extreme Estimate,74.58055305,319.9586621,394.5392152
3607,Austria,Non-Residential,7 to 12,2036,0.012651285,0.00078147,0.003352591,West Europe,Low,0.258512124,Conservative Estimate,0.202019437,0.866685296,1.068704733
3608,Austria,Non-Residential,7 to 12,2036,0.012651285,0.00078147,0.003352591,West Europe,Medium (likely),0.505760628,Optimistic Estimate,0.395236695,1.695608291,2.090844985
3609,Austria,Non-Residential,7 to 12,2036,0.012651285,0.00078147,0.003352591,West Europe,High,0.672412924,Extreme Estimate,0.525470443,2.254325198,2.779795642
3610,France,Non-Residential,7 to 12,2036,0.576603345,0.035616789,0.152799886,West Europe,Low,0.258512124,Conservative Estimate,9.207371661,39.50062312,48.70799478
3611,France,Non-Residential,7 to 12,2036,0.576603345,0.035616789,0.152799886,West Europe,Medium (likely),0.505760628,Optimistic Estimate,18.01356939,77.28016657,95.29373596
3612,France,Non-Residential,7 to 12,2036,0.576603345,0.035616789,0.152799886,West Europe,High,0.672412924,Extreme Estimate,23.94918898,102.7446184,126.6938074
3613,Germany,Non-Residential,7 to 12,2036,0.556744306,0.034390096,0.147537241,West Europe,Low,0.258512124,Conservative Estimate,8.89025669,38.1401655,47.03042219
3614,Germany,Non-Residential,7 to 12,2036,0.556744306,0.034390096,0.147537241,West Europe,Medium (likely),0.505760628,Optimistic Estimate,17.39315645,74.61852776,92.01168421
3615,Germany,Non-Residential,7 to 12,2036,0.556744306,0.034390096,0.147537241,West Europe,High,0.672412924,Extreme Estimate,23.12434487,99.2059477,122.3302926
3616,Italy,Non-Residential,7 to 12,2036,0.304981146,0.018838685,0.080820004,West Europe,Low,0.258512124,Conservative Estimate,4.870028565,20.89295078,25.76297935
3617,Italy,Non-Residential,7 to 12,2036,0.304981146,0.018838685,0.080820004,West Europe,Medium (likely),0.505760628,Optimistic Estimate,9.527865359,40.87557585,50.40344121
3618,Italy,Non-Residential,7 to 12,2036,0.304981146,0.018838685,0.080820004,West Europe,High,0.672412924,Extreme Estimate,12.66737553,54.34441501,67.01179054
3619,Netherlands,Non-Residential,7 to 12,2036,0.06117455,0.003778752,0.016211256,West Europe,Low,0.258512124,Conservative Estimate,0.976853192,4.19080615,5.167659342
3620,Netherlands,Non-Residential,7 to 12,2036,0.06117455,0.003778752,0.016211256,West Europe,Medium (likely),0.505760628,Optimistic Estimate,1.911143962,8.199014894,10.11015886
3621,Netherlands,Non-Residential,7 to 12,2036,0.06117455,0.003778752,0.016211256,West Europe,High,0.672412924,Extreme Estimate,2.540881651,10.90065788,13.44153953
3622,Spain,Non-Residential,7 to 12,2036,0.102775981,0.006348472,0.027235635,West Europe,Low,0.258512124,Conservative Estimate,1.641157068,7.040741832,8.681898899
3623,Spain,Non-Residential,7 to 12,2036,0.102775981,0.006348472,0.027235635,West Europe,Medium (likely),0.505760628,Optimistic Estimate,3.210807363,13.77471185,16.98551922
3624,Spain,Non-Residential,7 to 12,2036,0.102775981,0.006348472,0.027235635,West Europe,High,0.672412924,Extreme Estimate,4.268794854,18.31359295,22.5823878
3625,UK,Non-Residential,7 to 12,2036,0.198605928,0.012267888,0.052630571,West Europe,Low,0.258512124,Conservative Estimate,3.171397823,13.60564065,16.77703848
3626,UK,Non-Residential,7 to 12,2036,0.198605928,0.012267888,0.052630571,West Europe,Medium (likely),0.505760628,Optimistic Estimate,6.204614831,26.61847062,32.82308545
3627,UK,Non-Residential,7 to 12,2036,0.198605928,0.012267888,0.052630571,West Europe,High,0.672412924,Extreme Estimate,8.249086559,35.38947609,43.63856265
3628,Argentina,Non-Residential,7 to 12,2036,0.012768513,0.000788711,0.003383656,Latin America,Low,0.006952971,Conservative Estimate,0.005483885,0.023526462,0.029010348
3629,Argentina,Non-Residential,7 to 12,2036,0.012768513,0.000788711,0.003383656,Latin America,Medium (likely),0.084679224,Optimistic Estimate,0.066787439,0.286525359,0.353312798
3630,Argentina,Non-Residential,7 to 12,2036,0.012768513,0.000788711,0.003383656,Latin America,High,0.3894289,Extreme Estimate,0.307146876,1.317693413,1.624840289
3631,Brazil,Non-Residential,7 to 12,2036,0.440372854,0.027201831,0.116698806,Latin America,Low,0.006952971,Conservative Estimate,0.189133549,0.81140344,1.000536988
3632,Brazil,Non-Residential,7 to 12,2036,0.440372854,0.027201831,0.116698806,Latin America,Medium (likely),0.084679224,Optimistic Estimate,2.303429949,9.881964327,12.18539428
3633,Brazil,Non-Residential,7 to 12,2036,0.440372854,0.027201831,0.116698806,Latin America,High,0.3894289,Extreme Estimate,10.5931792,45.44588778,56.03906698
3634,Chile,Non-Residential,7 to 12,2036,2.615701789,0.1615719,0.693160974,Latin America,Low,0.006952971,Conservative Estimate,1.123404764,4.819528291,5.942933055
3635,Chile,Non-Residential,7 to 12,2036,2.615701789,0.1615719,0.693160974,Latin America,Medium (likely),0.084679224,Optimistic Estimate,13.68178302,58.6963332,72.37811622
3636,Chile,Non-Residential,7 to 12,2036,2.615701789,0.1615719,0.693160974,Latin America,High,0.3894289,Extreme Estimate,62.92076711,269.9369157,332.8576828
3637,U.S.,Residential,7 to 12,2036,0.137562194,0.008497217,0.036453981,United States,Low,0.03909173,Conservative Estimate,0.332170903,1.425049204,1.757220107
3638,U.S.,Residential,7 to 12,2036,0.137562194,0.008497217,0.036453981,United States,Medium (likely),0.224141886,Optimistic Estimate,1.904582179,8.170864131,10.07544631
3639,U.S.,Residential,7 to 12,2036,0.137562194,0.008497217,0.036453981,United States,High,0.490798175,Extreme Estimate,4.170418457,17.89154753,22.06196599
3640,China,Residential,7 to 12,2036,124.560372,7.694094178,33.00849858,China,Low,7.16E-05,Conservative Estimate,0.550698358,2.362555688,2.913254046
3641,China,Residential,7 to 12,2036,124.560372,7.694094178,33.00849858,China,Medium (likely),0.00095685,Optimistic Estimate,7.362092241,31.58417426,38.9462665
3642,China,Residential,7 to 12,2036,124.560372,7.694094178,33.00849858,China,High,0.012213884,Extreme Estimate,93.97477352,403.1619716,497.1367451
3643,Austria,Residential,7 to 12,2036,0.067213257,0.004151763,0.017811513,West Europe,Low,0.258512124,Conservative Estimate,1.07328104,4.604492077,5.677773117
3644,Austria,Residential,7 to 12,2036,0.067213257,0.004151763,0.017811513,West Europe,Medium (likely),0.505760628,Optimistic Estimate,2.099798205,9.00836206,11.10816027
3645,Austria,Residential,7 to 12,2036,0.067213257,0.004151763,0.017811513,West Europe,High,0.672412924,Extreme Estimate,2.791699022,11.97669161,14.76839063
3646,France,Residential,7 to 12,2036,1.290908321,0.079739407,0.342090705,West Europe,Low,0.258512124,Conservative Estimate,20.61360343,88.43459462,109.0481981
3647,France,Residential,7 to 12,2036,1.290908321,0.079739407,0.342090705,West Europe,Medium (likely),0.505760628,Optimistic Estimate,40.32905258,173.0160099,213.3450625
3648,France,Residential,7 to 12,2036,1.290908321,0.079739407,0.342090705,West Europe,High,0.672412924,Extreme Estimate,53.61780782,230.0262113,283.6440191
3649,Germany,Residential,7 to 12,2036,0.063707424,0.003935208,0.016882467,West Europe,Low,0.258512124,Conservative Estimate,1.017298868,4.364322488,5.381621357
3650,Germany,Residential,7 to 12,2036,0.063707424,0.003935208,0.016882467,West Europe,Medium (likely),0.505760628,Optimistic Estimate,1.990273059,8.5384873,10.52876036
3651,Germany,Residential,7 to 12,2036,0.063707424,0.003935208,0.016882467,West Europe,High,0.672412924,Extreme Estimate,2.646084436,11.35198924,13.99807368
3652,Italy,Residential,7 to 12,2036,0.293229892,0.01811281,0.077705921,West Europe,Low,0.258512124,Conservative Estimate,4.682381088,20.08792275,24.77030384
3653,Italy,Residential,7 to 12,2036,0.293229892,0.01811281,0.077705921,West Europe,Medium (likely),0.505760628,Optimistic Estimate,9.160746384,39.30059562,48.46134201
3654,Italy,Residential,7 to 12,2036,0.293229892,0.01811281,0.077705921,West Europe,High,0.672412924,Extreme Estimate,12.17928782,52.25046582,64.42975364
3655,Netherlands,Residential,7 to 12,2036,0.014057849,0.000868353,0.00372533,West Europe,Low,0.258512124,Conservative Estimate,0.224479864,0.963042965,1.187522829
3656,Netherlands,Residential,7 to 12,2036,0.014057849,0.000868353,0.00372533,West Europe,Medium (likely),0.505760628,Optimistic Estimate,0.439178927,1.884125234,2.323304161
3657,Netherlands,Residential,7 to 12,2036,0.014057849,0.000868353,0.00372533,West Europe,High,0.672412924,Extreme Estimate,0.583892004,2.504960029,3.088852032
3658,Spain,Residential,7 to 12,2036,0.407180017,0.02515151,0.107902705,West Europe,Low,0.258512124,Conservative Estimate,6.501970171,27.89415728,34.39612745
3659,Spain,Residential,7 to 12,2036,0.407180017,0.02515151,0.107902705,West Europe,Medium (likely),0.505760628,Optimistic Estimate,12.72064332,54.57293963,67.29358296
3660,Spain,Residential,7 to 12,2036,0.407180017,0.02515151,0.107902705,West Europe,High,0.672412924,Extreme Estimate,16.91220015,72.55517306,89.46737321
3661,UK,Residential,7 to 12,2036,0.122237035,0.007550582,0.032392814,West Europe,Low,0.258512124,Conservative Estimate,1.951916897,8.373935207,10.3258521
3662,UK,Residential,7 to 12,2036,0.122237035,0.007550582,0.032392814,West Europe,Medium (likely),0.505760628,Optimistic Estimate,3.818786921,16.3830101,20.20179702
3663,UK,Residential,7 to 12,2036,0.122237035,0.007550582,0.032392814,West Europe,High,0.672412924,Extreme Estimate,5.077108687,21.78134697,26.85845565
3664,Argentina,Residential,7 to 12,2036,0.211395008,0.01305787,0.056019677,Latin America,Low,0.006952971,Conservative Estimate,0.090790992,0.389503202,0.480294193
3665,Argentina,Residential,7 to 12,2036,0.211395008,0.01305787,0.056019677,Latin America,Medium (likely),0.084679224,Optimistic Estimate,1.105730265,4.743702771,5.849433036
3666,Argentina,Residential,7 to 12,2036,0.211395008,0.01305787,0.056019677,Latin America,High,0.3894289,Extreme Estimate,5.085111813,21.81568124,26.90079306
3667,Brazil,Residential,7 to 12,2036,2.396907888,0.148057,0.63518059,Latin America,Low,0.006952971,Conservative Estimate,1.029436059,4.416392352,5.445828411
3668,Brazil,Residential,7 to 12,2036,2.396907888,0.148057,0.63518059,Latin America,Medium (likely),0.084679224,Optimistic Estimate,12.53735185,53.78659931,66.32395116
3669,Brazil,Residential,7 to 12,2036,2.396907888,0.148057,0.63518059,Latin America,High,0.3894289,Extreme Estimate,57.65767475,247.3576786,305.0153534
3670,Chile,Residential,7 to 12,2036,2.499762847,0.154410351,0.662437154,Latin America,Low,0.006952971,Conservative Estimate,1.073610724,4.605906458,5.679517182
3671,Chile,Residential,7 to 12,2036,2.499762847,0.154410351,0.662437154,Latin America,Medium (likely),0.084679224,Optimistic Estimate,13.07534866,56.094664,69.17001266
3672,Chile,Residential,7 to 12,2036,2.499762847,0.154410351,0.662437154,Latin America,High,0.3894289,Extreme Estimate,60.13185317,257.9721724,318.1040256
3673,U.S.,Non-Residential,6 & lower,2037,20.6337053,1.082237843,4.291810702,United States,Low,0.016393122,Conservative Estimate,17.74125702,70.35617655,88.09743356
3674,U.S.,Non-Residential,6 & lower,2037,20.6337053,1.082237843,4.291810702,United States,Medium (likely),0.097283604,Optimistic Estimate,105.2839978,417.5228131,522.8068109
3675,U.S.,Non-Residential,6 & lower,2037,20.6337053,1.082237843,4.291810702,United States,High,0.233597677,Extreme Estimate,252.8082456,1002.557008,1255.365254
3676,China,Non-Residential,6 & lower,2037,38.00107168,1.99315621,7.904222909,China,Low,0.00025859,Conservative Estimate,0.515410479,2.043953855,2.559364334
3677,China,Non-Residential,6 & lower,2037,38.00107168,1.99315621,7.904222909,China,Medium (likely),0.004466316,Optimistic Estimate,8.902065215,35.30275624,44.20482146
3678,China,Non-Residential,6 & lower,2037,38.00107168,1.99315621,7.904222909,China,High,0.0604878,Extreme Estimate,120.5616349,478.1090574,598.6706923
3679,Austria,Non-Residential,6 & lower,2037,0.249254544,0.013073401,0.051844945,West Europe,Low,0.078609208,Conservative Estimate,1.027689681,4.075490061,5.103179742
3680,Austria,Non-Residential,6 & lower,2037,0.249254544,0.013073401,0.051844945,West Europe,Medium (likely),0.173922903,Optimistic Estimate,2.273763831,9.017023389,11.29078722
3681,Austria,Non-Residential,6 & lower,2037,0.249254544,0.013073401,0.051844945,West Europe,High,0.265107205,Extreme Estimate,3.465852753,13.7444685,17.21032125
3682,France,Non-Residential,6 & lower,2037,2.613765822,0.137092017,0.543663291,West Europe,Low,0.078609208,Conservative Estimate,10.77669486,42.73694055,53.51363541
3683,France,Non-Residential,6 & lower,2037,2.613765822,0.137092017,0.543663291,West Europe,Medium (likely),0.173922903,Optimistic Estimate,23.8434417,94.55549806,118.3989398
3684,France,Non-Residential,6 & lower,2037,2.613765822,0.137092017,0.543663291,West Europe,High,0.265107205,Extreme Estimate,36.34408153,144.1290555,180.473137
3685,Germany,Non-Residential,6 & lower,2037,3.009726642,0.157860162,0.626023142,West Europe,Low,0.078609208,Conservative Estimate,12.40926229,49.21118315,61.62044544
3686,Germany,Non-Residential,6 & lower,2037,3.009726642,0.157860162,0.626023142,West Europe,Medium (likely),0.173922903,Optimistic Estimate,27.45549778,108.8797624,136.3352602
3687,Germany,Non-Residential,6 & lower,2037,3.009726642,0.157860162,0.626023142,West Europe,High,0.265107205,Extreme Estimate,41.84986641,165.9632452,207.8131116
3688,Italy,Non-Residential,6 & lower,2037,1.648709958,0.086474837,0.342931671,West Europe,Low,0.078609208,Conservative Estimate,6.797718444,26.95758697,33.75530541
3689,Italy,Non-Residential,6 & lower,2037,1.648709958,0.086474837,0.342931671,West Europe,Medium (likely),0.173922903,Optimistic Estimate,15.03995478,59.64367195,74.68362672
3690,Italy,Non-Residential,6 & lower,2037,1.648709958,0.086474837,0.342931671,West Europe,High,0.265107205,Extreme Estimate,22.92510241,90.91365683,113.8387592
3691,Netherlands,Non-Residential,6 & lower,2037,0.454985712,0.023864001,0.094637028,West Europe,Low,0.078609208,Conservative Estimate,1.875930179,7.439341796,9.315271975
3692,Netherlands,Non-Residential,6 & lower,2037,0.454985712,0.023864001,0.094637028,West Europe,Medium (likely),0.173922903,Optimistic Estimate,4.150496271,16.4595467,20.61004297
3693,Netherlands,Non-Residential,6 & lower,2037,0.454985712,0.023864001,0.094637028,West Europe,High,0.265107205,Extreme Estimate,6.326518494,25.088958,31.41547649
3694,Spain,Non-Residential,6 & lower,2037,1.383071052,0.072542077,0.287678779,West Europe,Low,0.078609208,Conservative Estimate,5.702475171,22.61420087,28.31667604
3695,Spain,Non-Residential,6 & lower,2037,1.383071052,0.072542077,0.287678779,West Europe,Medium (likely),0.173922903,Optimistic Estimate,12.6167286,50.03392847,62.65065707
3696,Spain,Non-Residential,6 & lower,2037,1.383071052,0.072542077,0.287678779,West Europe,High,0.265107205,Extreme Estimate,19.23142718,76.26571695,95.49714413
3697,UK,Non-Residential,6 & lower,2037,1.909611612,0.100159129,0.397199215,West Europe,Low,0.078609208,Conservative Estimate,7.873429777,31.22351561,39.09694538
3698,UK,Non-Residential,6 & lower,2037,1.909611612,0.100159129,0.397199215,West Europe,Medium (likely),0.173922903,Optimistic Estimate,17.41996653,69.08204077,86.5020073
3699,UK,Non-Residential,6 & lower,2037,1.909611612,0.100159129,0.397199215,West Europe,High,0.265107205,Extreme Estimate,26.55290674,105.3003737,131.8532805
3700,Argentina,Non-Residential,6 & lower,2037,0.115894214,0.006078652,0.024105997,Latin America,Low,0.002118921,Conservative Estimate,0.012880179,0.05107869,0.06395887
3701,Argentina,Non-Residential,6 & lower,2037,0.115894214,0.006078652,0.024105997,Latin America,Medium (likely),0.025764031,Optimistic Estimate,0.156610565,0.621067636,0.777678201
3702,Argentina,Non-Residential,6 & lower,2037,0.115894214,0.006078652,0.024105997,Latin America,High,0.163062165,Extreme Estimate,0.991198075,3.930775971,4.921974046
3703,Brazil,Non-Residential,6 & lower,2037,2.134239108,0.111940841,0.443921734,Latin America,Low,0.002118921,Conservative Estimate,0.237193745,0.940634869,1.177828614
3704,Brazil,Non-Residential,6 & lower,2037,2.134239108,0.111940841,0.443921734,Latin America,Medium (likely),0.025764031,Optimistic Estimate,2.884047277,11.43721322,14.3212605
3705,Brazil,Non-Residential,6 & lower,2037,2.134239108,0.111940841,0.443921734,Latin America,High,0.163062165,Extreme Estimate,18.25331587,72.38683893,90.6401548
3706,Chile,Non-Residential,6 & lower,2037,0.931042465,0.048833177,0.193656833,Latin America,Low,0.002118921,Conservative Estimate,0.103473621,0.410343435,0.513817056
3707,Chile,Non-Residential,6 & lower,2037,0.931042465,0.048833177,0.193656833,Latin America,Medium (likely),0.025764031,Optimistic Estimate,1.258139482,4.989380596,6.247520078
3708,Chile,Non-Residential,6 & lower,2037,0.931042465,0.048833177,0.193656833,Latin America,High,0.163062165,Extreme Estimate,7.962843592,31.57810233,39.54094592
3709,U.S.,Residential,6 & lower,2037,31.96239688,1.676427716,6.648178551,United States,Low,0.006181409,Conservative Estimate,10.36268485,41.09510865,51.4577935
3710,U.S.,Residential,6 & lower,2037,31.96239688,1.676427716,6.648178551,United States,Medium (likely),0.037747152,Optimistic Estimate,63.28037238,250.9498085,314.2301809
3711,U.S.,Residential,6 & lower,2037,31.96239688,1.676427716,6.648178551,United States,High,0.095660898,Extreme Estimate,160.3685814,635.9707325,796.3393139
3712,China,Residential,6 & lower,2037,398.3281049,20.8923091,82.85224582,China,Low,8.19E-05,Conservative Estimate,1.711684582,6.787996055,8.499680638
3713,China,Residential,6 & lower,2037,398.3281049,20.8923091,82.85224582,China,Medium (likely),0.000843777,Optimistic Estimate,17.62844184,69.90878747,87.53722932
3714,China,Residential,6 & lower,2037,398.3281049,20.8923091,82.85224582,China,High,0.007346191,Extreme Estimate,153.4788945,608.6484281,762.1273226
3715,Austria,Residential,6 & lower,2037,1.317677147,0.069112166,0.274076847,West Europe,Low,0.04017501,Conservative Estimate,2.776582005,11.01104017,13.78762218
3716,Austria,Residential,6 & lower,2037,1.317677147,0.069112166,0.274076847,West Europe,Medium (likely),0.091493714,Optimistic Estimate,6.32332881,25.07630872,31.39963753
3717,Austria,Residential,6 & lower,2037,1.317677147,0.069112166,0.274076847,West Europe,High,0.143756771,Extreme Estimate,9.935341871,39.40040246,49.33574433
3718,France,Residential,6 & lower,2037,8.653860319,0.453894974,1.800002946,West Europe,Low,0.04017501,Conservative Estimate,18.23523531,72.31513715,90.55037245
3719,France,Residential,6 & lower,2037,8.653860319,0.453894974,1.800002946,West Europe,Medium (likely),0.091493714,Optimistic Estimate,41.52853709,164.6889555,206.2174926
3720,France,Residential,6 & lower,2037,8.653860319,0.453894974,1.800002946,West Europe,High,0.143756771,Extreme Estimate,65.25047579,258.7626113,324.0130871
3721,Germany,Residential,6 & lower,2037,3.601936747,0.188921582,0.749202843,West Europe,Low,0.04017501,Conservative Estimate,7.589926543,30.09923205,37.68915859
3722,Germany,Residential,6 & lower,2037,3.601936747,0.188921582,0.749202843,West Europe,Medium (likely),0.091493714,Optimistic Estimate,17.2851373,68.54735097,85.83248827
3723,Germany,Residential,6 & lower,2037,3.601936747,0.188921582,0.749202843,West Europe,High,0.143756771,Extreme Estimate,27.15875665,107.7029816,134.8617382
3724,Italy,Residential,6 & lower,2037,2.463486132,0.129209848,0.512405115,West Europe,Low,0.04017501,Conservative Estimate,5.191006976,20.58588086,25.77688784
3725,Italy,Residential,6 & lower,2037,2.463486132,0.129209848,0.512405115,West Europe,Medium (likely),0.091493714,Optimistic Estimate,11.82188889,46.88184728,58.70373618
3726,Italy,Residential,6 & lower,2037,2.463486132,0.129209848,0.512405115,West Europe,High,0.143756771,Extreme Estimate,18.57479047,73.66170483,92.2364953
3727,Netherlands,Residential,6 & lower,2037,0.541817899,0.028418349,0.112698123,West Europe,Low,0.04017501,Conservative Estimate,1.14170746,4.527648267,5.669355727
3728,Netherlands,Residential,6 & lower,2037,0.541817899,0.028418349,0.112698123,West Europe,Medium (likely),0.091493714,Optimistic Estimate,2.600100289,10.31116988,12.91127017
3729,Netherlands,Residential,6 & lower,2037,0.541817899,0.028418349,0.112698123,West Europe,High,0.143756771,Extreme Estimate,4.08533006,16.20111826,20.28644832
3730,Spain,Residential,6 & lower,2037,8.028046696,0.421071049,1.669833713,West Europe,Low,0.04017501,Conservative Estimate,16.91653379,67.08558683,84.00212063
3731,Spain,Residential,6 & lower,2037,8.028046696,0.421071049,1.669833713,West Europe,Medium (likely),0.091493714,Optimistic Estimate,38.52535431,152.7792888,191.3046431
3732,Spain,Residential,6 & lower,2037,8.028046696,0.421071049,1.669833713,West Europe,High,0.143756771,Extreme Estimate,60.53181439,240.0499026,300.581717
3733,UK,Residential,6 & lower,2037,9.755088318,0.511654382,2.02905837,West Europe,Low,0.04017501,Conservative Estimate,20.55572015,81.51744119,102.0731613
3734,UK,Residential,6 & lower,2037,9.755088318,0.511654382,2.02905837,West Europe,Medium (likely),0.091493714,Optimistic Estimate,46.81315992,185.646087,232.4592469
3735,UK,Residential,6 & lower,2037,9.755088318,0.511654382,2.02905837,West Europe,High,0.143756771,Extreme Estimate,73.55378185,291.6908794,365.2446613
3736,Argentina,Residential,6 & lower,2037,2.289500617,0.120084307,0.476216128,Latin America,Low,0.001657283,Conservative Estimate,0.199013716,0.78922503,0.988238746
3737,Argentina,Residential,6 & lower,2037,2.289500617,0.120084307,0.476216128,Latin America,Medium (likely),0.020226006,Optimistic Estimate,2.428825862,9.631950036,12.0607759
3738,Argentina,Residential,6 & lower,2037,2.289500617,0.120084307,0.476216128,Latin America,High,0.128797453,Extreme Estimate,15.46655297,61.33542457,76.80197754
3739,Brazil,Residential,6 & lower,2037,14.57020662,0.764207337,3.030602977,Latin America,Low,0.001657283,Conservative Estimate,1.266508047,5.022567661,6.289075709
3740,Brazil,Residential,6 & lower,2037,14.57020662,0.764207337,3.030602977,Latin America,Medium (likely),0.020226006,Optimistic Estimate,15.45686181,61.29699251,76.75385433
3741,Brazil,Residential,6 & lower,2037,14.57020662,0.764207337,3.030602977,Latin America,High,0.128797453,Extreme Estimate,98.42795885,390.3339455,488.7619044
3742,Chile,Residential,6 & lower,2037,10.63903793,0.558017539,2.212919889,Latin America,Low,0.001657283,Conservative Estimate,0.924793142,3.667435147,4.592228288
3743,Chile,Residential,6 & lower,2037,10.63903793,0.558017539,2.212919889,Latin America,Medium (likely),0.020226006,Optimistic Estimate,11.28646583,44.75852988,56.04499571
3744,Chile,Residential,6 & lower,2037,10.63903793,0.558017539,2.212919889,Latin America,High,0.128797453,Extreme Estimate,71.871238,285.0184462,356.8896842
3745,U.S.,Non-Residential,13 & higher,2037,2.895541113,0.189368389,0.492241989,United States,Low,0.033498784,Conservative Estimate,6.343610713,16.48950797,22.83311868
3746,U.S.,Non-Residential,13 & higher,2037,2.895541113,0.189368389,0.492241989,United States,Medium (likely),0.193266853,Optimistic Estimate,36.5986326,95.13406028,131.7326929
3747,U.S.,Non-Residential,13 & higher,2037,2.895541113,0.189368389,0.492241989,United States,High,0.439514528,Extreme Estimate,83.23015805,216.3475056,299.5776637
3748,China,Non-Residential,13 & higher,2037,27.08987288,1.771677686,4.60527839,China,Low,0.001053074,Conservative Estimate,1.865707583,4.84969861,6.715406192
3749,China,Non-Residential,13 & higher,2037,27.08987288,1.771677686,4.60527839,China,Medium (likely),0.014636139,Optimistic Estimate,25.93052106,67.4034951,93.33401616
3750,China,Non-Residential,13 & higher,2037,27.08987288,1.771677686,4.60527839,China,High,0.123401101,Extreme Estimate,218.6269778,568.2964254,786.9234032
3751,Austria,Non-Residential,13 & higher,2037,0.050362859,0.003293731,0.008561686,West Europe,Low,0.216390599,Conservative Estimate,0.71273242,1.85266837,2.56540079
3752,Austria,Non-Residential,13 & higher,2037,0.050362859,0.003293731,0.008561686,West Europe,Medium (likely),0.429638936,Optimistic Estimate,1.415115072,3.678433673,5.093548745
3753,Austria,Non-Residential,13 & higher,2037,0.050362859,0.003293731,0.008561686,West Europe,High,0.588562442,Extreme Estimate,1.93856635,5.039086841,6.977653191
3754,France,Non-Residential,13 & higher,2037,0.068582777,0.004485314,0.011659072,West Europe,Low,0.216390599,Conservative Estimate,0.970579701,2.522913595,3.493493296
3755,France,Non-Residential,13 & higher,2037,0.068582777,0.004485314,0.011659072,West Europe,Medium (likely),0.429638936,Optimistic Estimate,1.927065368,5.009191323,6.936256691
3756,France,Non-Residential,13 & higher,2037,0.068582777,0.004485314,0.011659072,West Europe,High,0.588562442,Extreme Estimate,2.639887137,6.862091946,9.501979083
3757,Germany,Non-Residential,13 & higher,2037,0.132295677,0.008652137,0.022490265,West Europe,Low,0.216390599,Conservative Estimate,1.872241169,4.866681938,6.738923107
3758,Germany,Non-Residential,13 & higher,2037,0.132295677,0.008652137,0.022490265,West Europe,Medium (likely),0.429638936,Optimistic Estimate,3.71729505,9.662693555,13.37998861
3759,Germany,Non-Residential,13 & higher,2037,0.132295677,0.008652137,0.022490265,West Europe,High,0.588562442,Extreme Estimate,5.092323048,13.23692535,18.3292484
3760,Italy,Non-Residential,13 & higher,2037,0.072470767,0.004739588,0.01232003,West Europe,Low,0.216390599,Conservative Estimate,1.025602322,2.665938758,3.69154108
